# 0:bincenter 1:Deltasigma_num 2:Sumwls 3:Sumwlsms 4:DeltaSigma 5:Sumwls_by_sumwl 6:rmin/2+rmax/2 7:DeltaSigma_cross 8:Sum_srcwt_per_lens 9:TotalSum_srcwt 10:SN_ErrDeltaSigma 11:SN_ErrDeltaSigma_cross 12:Jackknife_region 
-3.989700e-01 2.165185e+01 1.106807e+00 7.264574e-01 2.980470e+01 6.235532e-05 4.096780e-01 5.040296e-01 1.342530e+01 2.382990e+05 1.482523e+00 1.469441e+00 41
-1.989700e-01 3.057289e+01 2.760506e+00 1.806880e+00 1.692027e+01 1.555214e-04 6.492958e-01 -5.704028e-01 3.347076e+01 5.941060e+05 9.339712e-01 9.340073e-01 41
1.029996e-03 4.957975e+01 6.878091e+00 4.486586e+00 1.105066e+01 3.874981e-04 1.029065e+00 6.376799e-01 8.347476e+01 1.481677e+06 5.903065e-01 5.915058e-01 41
2.010300e-01 7.608567e+01 1.716609e+01 1.119885e+01 6.794064e+00 9.671038e-04 1.630957e+00 -1.409319e-01 2.083409e+02 3.698051e+06 3.735160e-01 3.738043e-01 41
4.010300e-01 1.012492e+02 4.298738e+01 2.806823e+01 3.607252e+00 2.421824e-03 2.584893e+00 3.407338e-01 5.216995e+02 9.260167e+06 2.358429e-01 2.360831e-01 41
6.010300e-01 1.356531e+02 1.078390e+02 7.042075e+01 1.926323e+00 6.075438e-03 4.096780e+00 1.096539e-01 1.308176e+03 2.322012e+07 1.489095e-01 1.489034e-01 41
8.010300e-01 2.183440e+02 2.699099e+02 1.762772e+02 1.238640e+00 1.520619e-02 6.492958e+00 1.201374e-02 3.273407e+03 5.810298e+07 9.407766e-02 9.410497e-02 41
1.001030e+00 3.051154e+02 6.740225e+02 4.401196e+02 6.932556e-01 3.797310e-02 1.029065e+01 1.631425e-02 8.169317e+03 1.450054e+08 5.956355e-02 5.955827e-02 41
1.201030e+00 5.622358e+02 1.677948e+03 1.095478e+03 5.132334e-01 9.453228e-02 1.630957e+01 -8.549534e-03 2.031658e+04 3.606192e+08 3.774030e-02 3.774639e-02 41
-5.989700e-01 1.188709e+01 4.533841e-01 2.951902e-01 4.026927e+01 2.557735e-05 2.584893e-01 5.322765e+00 5.493456e+00 9.737700e+04 2.351164e+00 2.354743e+00 42
-3.989700e-01 2.139493e+01 1.106370e+00 7.262330e-01 2.946014e+01 6.241507e-05 4.096780e-01 1.000490e+00 1.343710e+01 2.381860e+05 1.482493e+00 1.469511e+00 42
-1.989700e-01 3.092905e+01 2.759172e+00 1.805841e+00 1.712723e+01 1.556568e-04 6.492958e-01 -5.862176e-01 3.349216e+01 5.936820e+05 9.344207e-01 9.345953e-01 42
1.029996e-03 4.909256e+01 6.874421e+00 4.485688e+00 1.094427e+01 3.878157e-04 1.029065e+00 5.962510e-01 8.351145e+01 1.480324e+06 5.902391e-01 5.916032e-01 42
2.010300e-01 7.655730e+01 1.715987e+01 1.119669e+01 6.837494e+00 9.680619e-04 1.630957e+00 -2.224892e-01 2.084561e+02 3.695092e+06 3.735722e-01 3.738973e-01 42
4.010300e-01 1.029433e+02 4.297915e+01 2.807022e+01 3.667350e+00 2.424639e-03 2.584893e+00 2.938639e-01 5.220848e+02 9.254475e+06 2.358118e-01 2.360412e-01 42
6.010300e-01 1.346431e+02 1.077914e+02 7.040322e+01 1.912457e+00 6.080975e-03 4.096780e+00 1.096012e-01 1.308838e+03 2.320046e+07 1.489221e-01 1.489276e-01 42
8.010300e-01 2.191695e+02 2.697433e+02 1.761997e+02 1.243870e+00 1.521738e-02 6.492958e+00 3.854830e-03 3.274616e+03 5.804585e+07 9.409702e-02 9.412721e-02 42
1.001030e+00 3.177686e+02 6.735965e+02 4.399274e+02 7.223207e-01 3.800048e-02 1.029065e+01 3.976992e-03 8.172311e+03 1.448624e+08 5.957392e-02 5.957122e-02 42
1.201030e+00 5.653930e+02 1.676877e+03 1.094975e+03 5.163524e-01 9.459986e-02 1.630957e+01 -2.601741e-02 2.032351e+04 3.602546e+08 3.774863e-02 3.775487e-02 42
-5.989700e-01 1.186671e+01 4.552050e-01 2.962816e-01 4.005214e+01 2.562514e-05 2.584893e-01 4.990848e+00 5.507712e+00 9.783900e+04 2.348855e+00 2.352428e+00 43
-3.989700e-01 2.171360e+01 1.110252e+00 7.289874e-01 2.978597e+01 6.250011e-05 4.096780e-01 5.027279e-01 1.346161e+01 2.391320e+05 1.480047e+00 1.467073e+00 43
-1.989700e-01 3.074655e+01 2.769501e+00 1.812739e+00 1.696137e+01 1.559053e-04 6.492958e-01 -6.493120e-01 3.356260e+01 5.962060e+05 9.327575e-01 9.328226e-01 43
1.029996e-03 4.988971e+01 6.900106e+00 4.502710e+00 1.107993e+01 3.884320e-04 1.029065e+00 5.424184e-01 8.371054e+01 1.487034e+06 5.892748e-01 5.904119e-01 43
2.010300e-01 7.727882e+01 1.721888e+01 1.123537e+01 6.878174e+00 9.693135e-04 1.630957e+00 -1.778890e-01 2.088701e+02 3.710368e+06 3.729877e-01 3.732530e-01 43
4.010300e-01 1.024552e+02 4.313178e+01 2.817421e+01 3.636488e+00 2.428044e-03 2.584893e+00 3.461891e-01 5.231830e+02 9.293822e+06 2.354015e-01 2.356265e-01 43
6.010300e-01 1.337093e+02 1.081850e+02 7.066847e+01 1.892064e+00 6.090124e-03 4.096780e+00 1.280994e-01 1.311649e+03 2.330012e+07 1.486620e-01 1.486711e-01 43
8.010300e-01 2.194964e+02 2.707163e+02 1.768540e+02 1.241116e+00 1.523960e-02 6.492958e+00 -7.150510e-03 3.281578e+03 5.829396e+07 9.393182e-02 9.396321e-02 43
1.001030e+00 3.138674e+02 6.761048e+02 4.416027e+02 7.107461e-01 3.806039e-02 1.029065e+01 1.002082e-02 8.190270e+03 1.454920e+08 5.946855e-02 5.946395e-02 43
1.201030e+00 5.548170e+02 1.683161e+03 1.099177e+03 5.047566e-01 9.475122e-02 1.630957e+01 -9.989041e-03 2.036830e+04 3.618224e+08 3.768055e-02 3.768655e-02 43
-5.989700e-01 1.192090e+01 4.541652e-01 2.957205e-01 4.031139e+01 2.558533e-05 2.584893e-01 5.000254e+00 5.490339e+00 9.745900e+04 2.349853e+00 2.353851e+00 44
-3.989700e-01 2.146872e+01 1.107896e+00 7.276687e-01 2.950342e+01 6.241316e-05 4.096780e-01 4.877126e-01 1.343040e+01 2.384030e+05 1.479842e+00 1.468470e+00 44
-1.989700e-01 3.083192e+01 2.765160e+00 1.809656e+00 1.703745e+01 1.557749e-04 6.492958e-01 -7.833036e-01 3.349749e+01 5.946140e+05 9.333660e-01 9.335507e-01 44
1.029996e-03 4.995701e+01 6.886740e+00 4.493217e+00 1.111832e+01 3.879635e-04 1.029065e+00 5.629533e-01 8.349749e+01 1.482164e+06 5.899265e-01 5.911007e-01 44
2.010300e-01 7.619598e+01 1.718855e+01 1.121697e+01 6.792918e+00 9.683144e-04 1.630957e+00 -2.130972e-01 2.084046e+02 3.699390e+06 3.732235e-01 3.735247e-01 44
4.010300e-01 1.009784e+02 4.303601e+01 2.811050e+01 3.592195e+00 2.424427e-03 2.584893e+00 3.308527e-01 5.217894e+02 9.262283e+06 2.356103e-01 2.358534e-01 44
6.010300e-01 1.351269e+02 1.079411e+02 7.050987e+01 1.916426e+00 6.080843e-03 4.096780e+00 1.257931e-01 1.308123e+03 2.322049e+07 1.488052e-01 1.488051e-01 44
8.010300e-01 2.202982e+02 2.701131e+02 1.764623e+02 1.248415e+00 1.521678e-02 6.492958e+00 -6.915631e-03 3.272748e+03 5.809455e+07 9.401984e-02 9.404965e-02 44
1.001030e+00 3.087171e+02 6.746113e+02 4.406315e+02 7.006241e-01 3.800413e-02 1.029065e+01 2.304990e-02 8.169094e+03 1.450096e+08 5.952527e-02 5.952161e-02 44
1.201030e+00 5.537698e+02 1.679303e+03 1.096690e+03 5.049465e-01 9.460328e-02 1.630957e+01 -6.652524e-03 2.031400e+04 3.605938e+08 3.771788e-02 3.772436e-02 44
-5.989700e-01 1.194542e+01 4.544105e-01 2.957940e-01 4.038426e+01 2.559915e-05 2.584893e-01 5.345600e+00 5.495690e+00 9.755400e+04 2.347736e+00 2.352352e+00 45
-3.989700e-01 2.152950e+01 1.109388e+00 7.282330e-01 2.956403e+01 6.249723e-05 4.096780e-01 7.164778e-01 1.344290e+01 2.386250e+05 1.480801e+00 1.467537e+00 45
-1.989700e-01 3.089370e+01 2.767138e+00 1.811150e+00 1.705750e+01 1.558863e-04 6.492958e-01 -6.582135e-01 3.351873e+01 5.949910e+05 9.331231e-01 9.331339e-01 45
1.029996e-03 4.982424e+01 6.893352e+00 4.497626e+00 1.107790e+01 3.883360e-04 1.029065e+00 5.810841e-01 8.357935e+01 1.483617e+06 5.895968e-01 5.908364e-01 45
2.010300e-01 7.658812e+01 1.720586e+01 1.122809e+01 6.821117e+00 9.692898e-04 1.630957e+00 -2.422882e-01 2.086234e+02 3.703274e+06 3.730349e-01 3.733101e-01 45
4.010300e-01 1.019085e+02 4.309315e+01 2.814772e+01 3.620487e+00 2.427646e-03 2.584893e+00 3.341087e-01 5.224552e+02 9.274102e+06 2.354868e-01 2.357258e-01 45
6.010300e-01 1.356989e+02 1.080762e+02 7.059857e+01 1.922119e+00 6.088458e-03 4.096780e+00 1.006423e-01 1.309713e+03 2.324871e+07 1.487259e-01 1.487235e-01 45
8.010300e-01 2.182388e+02 2.704622e+02 1.766943e+02 1.235121e+00 1.523645e-02 6.492958e+00 1.191345e-02 3.276684e+03 5.816441e+07 9.396986e-02 9.399637e-02 45
1.001030e+00 3.151772e+02 6.754279e+02 4.411765e+02 7.144017e-01 3.805013e-02 1.029065e+01 1.283614e-02 8.178368e+03 1.451742e+08 5.949406e-02 5.948942e-02 45
1.201030e+00 5.654330e+02 1.681300e+03 1.098025e+03 5.149548e-01 9.471580e-02 1.630957e+01 -1.076901e-02 2.033678e+04 3.609981e+08 3.769793e-02 3.770382e-02 45
-5.989700e-01 1.198935e+01 4.546738e-01 2.959943e-01 4.050533e+01 2.560100e-05 2.584893e-01 5.071680e+00 5.496171e+00 9.761200e+04 2.348804e+00 2.353655e+00 46
-3.989700e-01 2.158541e+01 1.109225e+00 7.282746e-01 2.963911e+01 6.245635e-05 4.096780e-01 5.235344e-01 1.344341e+01 2.387550e+05 1.480984e+00 1.467815e+00 46
-1.989700e-01 3.065834e+01 2.766847e+00 1.811233e+00 1.692678e+01 1.557909e-04 6.492958e-01 -5.912847e-01 3.351042e+01 5.951450e+05 9.329149e-01 9.332266e-01 46
1.029996e-03 4.975917e+01 6.893940e+00 4.498077e+00 1.106232e+01 3.881723e-04 1.029065e+00 5.830782e-01 8.359792e+01 1.484699e+06 5.896485e-01 5.907567e-01 46
2.010300e-01 7.633809e+01 1.720272e+01 1.122493e+01 6.800763e+00 9.686219e-04 1.630957e+00 -2.777815e-01 2.085787e+02 3.704358e+06 3.731150e-01 3.734266e-01 46
4.010300e-01 1.017382e+02 4.308461e+01 2.814038e+01 3.615381e+00 2.425935e-03 2.584893e+00 3.255033e-01 5.223501e+02 9.276937e+06 2.355476e-01 2.357832e-01 46
6.010300e-01 1.355279e+02 1.080440e+02 7.057271e+01 1.920402e+00 6.083561e-03 4.096780e+00 1.126230e-01 1.309286e+03 2.325292e+07 1.487639e-01 1.487630e-01 46
8.010300e-01 2.199314e+02 2.703660e+02 1.766244e+02 1.245193e+00 1.522331e-02 6.492958e+00 -4.121736e-03 3.275583e+03 5.817436e+07 9.398860e-02 9.401976e-02 46
1.001030e+00 3.064593e+02 6.752277e+02 4.410149e+02 6.948954e-01 3.801958e-02 1.029065e+01 7.137173e-03 8.175280e+03 1.451930e+08 5.950596e-02 5.950281e-02 46
1.201030e+00 5.601841e+02 1.681104e+03 1.097815e+03 5.102719e-01 9.465673e-02 1.630957e+01 -1.128054e-02 2.033327e+04 3.611188e+08 3.770345e-02 3.770947e-02 46
-5.989700e-01 1.188242e+01 4.542659e-01 2.957127e-01 4.018230e+01 2.561842e-05 2.584893e-01 5.309103e+00 5.504060e+00 9.759800e+04 2.349753e+00 2.353887e+00 47
-3.989700e-01 2.168701e+01 1.109007e+00 7.279654e-01 2.979126e+01 6.254267e-05 4.096780e-01 5.720377e-01 1.346571e+01 2.387740e+05 1.480975e+00 1.468664e+00 47
-1.989700e-01 3.085153e+01 2.766943e+00 1.811219e+00 1.703357e+01 1.560423e-04 6.492958e-01 -7.309807e-01 3.358674e+01 5.955600e+05 9.332101e-01 9.331670e-01 47
1.029996e-03 4.968825e+01 6.892625e+00 4.497731e+00 1.104740e+01 3.887111e-04 1.029065e+00 5.842238e-01 8.374566e+01 1.484978e+06 5.895747e-01 5.909031e-01 47
2.010300e-01 7.610719e+01 1.720473e+01 1.122686e+01 6.779028e+00 9.702647e-04 1.630957e+00 -2.131098e-01 2.090466e+02 3.706814e+06 3.731007e-01 3.734360e-01 47
4.010300e-01 1.021473e+02 4.308759e+01 2.814326e+01 3.629549e+00 2.429934e-03 2.584893e+00 3.568713e-01 5.235242e+02 9.283131e+06 2.355366e-01 2.357880e-01 47
6.010300e-01 1.341899e+02 1.080657e+02 7.058875e+01 1.901009e+00 6.094387e-03 4.096780e+00 1.185978e-01 1.312438e+03 2.327215e+07 1.487513e-01 1.487482e-01 47
8.010300e-01 2.155069e+02 2.704297e+02 1.766611e+02 1.219889e+00 1.525094e-02 6.492958e+00 -7.623159e-03 3.283576e+03 5.822436e+07 9.398834e-02 9.401904e-02 47
1.001030e+00 3.121766e+02 6.753879e+02 4.411164e+02 7.076967e-01 3.808865e-02 1.029065e+01 1.952097e-02 8.195984e+03 1.453312e+08 5.950206e-02 5.949975e-02 47
1.201030e+00 5.555465e+02 1.681199e+03 1.097866e+03 5.060238e-01 9.481157e-02 1.630957e+01 -1.689649e-02 2.038131e+04 3.614014e+08 3.770468e-02 3.770982e-02 47
-5.989700e-01 1.197764e+01 4.543388e-01 2.959099e-01 4.047732e+01 2.561242e-05 2.584893e-01 5.241165e+00 5.500254e+00 9.756900e+04 2.350042e+00 2.353445e+00 48
-3.989700e-01 2.178161e+01 1.108246e+00 7.273920e-01 2.994480e+01 6.247513e-05 4.096780e-01 5.818654e-01 1.344783e+01 2.385510e+05 1.481804e+00 1.468740e+00 48
-1.989700e-01 3.104076e+01 2.764724e+00 1.809578e+00 1.715358e+01 1.558557e-04 6.492958e-01 -6.766491e-01 3.352748e+01 5.947440e+05 9.334987e-01 9.334825e-01 48
1.029996e-03 5.039588e+01 6.888854e+00 4.494855e+00 1.121190e+01 3.883451e-04 1.029065e+00 5.666567e-01 8.362602e+01 1.483442e+06 5.896993e-01 5.909664e-01 48
2.010300e-01 7.699174e+01 1.719557e+01 1.122082e+01 6.861510e+00 9.693654e-04 1.630957e+00 -1.917582e-01 2.087164e+02 3.702420e+06 3.731919e-01 3.734872e-01 48
4.010300e-01 1.008039e+02 4.305800e+01 2.812407e+01 3.584258e+00 2.427307e-03 2.584893e+00 3.014958e-01 5.226747e+02 9.271726e+06 2.355931e-01 2.358413e-01 48
6.010300e-01 1.333722e+02 1.079963e+02 7.054472e+01 1.890605e+00 6.088069e-03 4.096780e+00 1.276525e-01 1.310350e+03 2.324430e+07 1.487927e-01 1.487896e-01 48
8.010300e-01 2.149917e+02 2.702795e+02 1.765670e+02 1.217621e+00 1.523646e-02 6.492958e+00 4.153860e-03 3.278583e+03 5.815879e+07 9.400672e-02 9.403949e-02 48
1.001030e+00 3.127836e+02 6.750391e+02 4.409063e+02 7.094106e-01 3.805396e-02 1.029065e+01 1.957757e-02 8.183547e+03 1.451679e+08 5.951456e-02 5.951129e-02 48
1.201030e+00 5.566179e+02 1.680480e+03 1.097439e+03 5.071972e-01 9.473362e-02 1.630957e+01 -1.668571e-02 2.035196e+04 3.610234e+08 3.771047e-02 3.771680e-02 48
-5.989700e-01 1.200135e+01 4.549217e-01 2.960993e-01 4.053152e+01 2.564239e-05 2.584893e-01 5.379497e+00 5.507299e+00 9.770500e+04 2.348337e+00 2.352106e+00 49
-3.989700e-01 2.193655e+01 1.109694e+00 7.285740e-01 3.010888e+01 6.254969e-05 4.096780e-01 5.039986e-01 1.346615e+01 2.389030e+05 1.480577e+00 1.467413e+00 49
-1.989700e-01 3.099050e+01 2.767530e+00 1.811711e+00 1.710565e+01 1.559963e-04 6.492958e-01 -6.275463e-01 3.356795e+01 5.955290e+05 9.329997e-01 9.329979e-01 49
1.029996e-03 5.017178e+01 6.896109e+00 4.499530e+00 1.115045e+01 3.887103e-04 1.029065e+00 5.360970e-01 8.372065e+01 1.485288e+06 5.896493e-01 5.909047e-01 49
2.010300e-01 7.655569e+01 1.721628e+01 1.123465e+01 6.814251e+00 9.704235e-04 1.630957e+00 -2.569925e-01 2.090178e+02 3.708184e+06 3.730118e-01 3.733146e-01 49
4.010300e-01 1.021961e+02 4.311996e+01 2.816378e+01 3.628636e+00 2.430526e-03 2.584893e+00 3.474498e-01 5.235009e+02 9.287429e+06 2.354510e-01 2.357183e-01 49
6.010300e-01 1.346792e+02 1.081411e+02 7.063805e+01 1.906610e+00 6.095546e-03 4.096780e+00 8.940515e-02 1.312289e+03 2.328132e+07 1.487120e-01 1.487154e-01 49
8.010300e-01 2.219105e+02 2.706322e+02 1.767984e+02 1.255161e+00 1.525462e-02 6.492958e+00 4.506368e-03 3.283287e+03 5.824879e+07 9.395815e-02 9.398635e-02 49
1.001030e+00 3.121359e+02 6.759573e+02 4.415258e+02 7.069482e-01 3.810142e-02 1.029065e+01 1.772782e-02 8.195437e+03 1.453953e+08 5.947872e-02 5.947450e-02 49
1.201030e+00 5.676336e+02 1.682899e+03 1.099034e+03 5.164840e-01 9.485929e-02 1.630957e+01 -1.150067e-02 2.038304e+04 3.616155e+08 3.768658e-02 3.769189e-02 49
-5.989700e-01 1.176513e+01 4.533875e-01 2.955760e-01 3.980409e+01 2.560354e-05 2.584893e-01 4.753146e+00 5.496668e+00 9.733500e+04 2.349399e+00 2.352496e+00 50
-3.989700e-01 2.170845e+01 1.105986e+00 7.260344e-01 2.990003e+01 6.245683e-05 4.096780e-01 6.185464e-01 1.344759e+01 2.381300e+05 1.482946e+00 1.470141e+00 50
-1.989700e-01 3.055639e+01 2.757341e+00 1.804903e+00 1.692966e+01 1.557116e-04 6.492958e-01 -6.982011e-01 3.350553e+01 5.933160e+05 9.344834e-01 9.348128e-01 50
1.029996e-03 5.010051e+01 6.870201e+00 4.483414e+00 1.117463e+01 3.879716e-04 1.029065e+00 5.555442e-01 8.356500e+01 1.479769e+06 5.906425e-01 5.917915e-01 50
2.010300e-01 7.534112e+01 1.715053e+01 1.119189e+01 6.731759e+00 9.685186e-04 1.630957e+00 -1.508844e-01 2.086059e+02 3.693993e+06 3.736506e-01 3.739760e-01 50
4.010300e-01 1.010046e+02 4.294906e+01 2.805623e+01 3.600076e+00 2.425404e-03 2.584893e+00 3.318600e-01 5.223749e+02 9.250215e+06 2.358555e-01 2.361347e-01 50
6.010300e-01 1.338540e+02 1.077385e+02 7.037534e+01 1.902001e+00 6.084172e-03 4.096780e+00 1.293310e-01 1.309789e+03 2.319375e+07 1.489746e-01 1.489745e-01 50
8.010300e-01 2.187182e+02 2.696541e+02 1.761561e+02 1.241615e+00 1.522781e-02 6.492958e+00 -2.506847e-02 3.277440e+03 5.803692e+07 9.411768e-02 9.414696e-02 50
1.001030e+00 3.071371e+02 6.733718e+02 4.398144e+02 6.983334e-01 3.802641e-02 1.029065e+01 2.824133e-02 8.179119e+03 1.448358e+08 5.958808e-02 5.958460e-02 50
1.201030e+00 5.607740e+02 1.676168e+03 1.094621e+03 5.122995e-01 9.465596e-02 1.630957e+01 -1.576945e-02 2.033770e+04 3.601401e+08 3.775824e-02 3.776376e-02 50
-5.989700e-01 1.184952e+01 4.528286e-01 2.949428e-01 4.017565e+01 2.556043e-05 2.584893e-01 5.148469e+00 5.495654e+00 9.736100e+04 2.351857e+00 2.355172e+00 51
-3.989700e-01 2.170851e+01 1.105979e+00 7.260620e-01 2.989898e+01 6.242825e-05 4.096780e-01 3.860567e-01 1.344937e+01 2.382690e+05 1.482884e+00 1.470590e+00 51
-1.989700e-01 3.058037e+01 2.757525e+00 1.805010e+00 1.694194e+01 1.556517e-04 6.492958e-01 -7.152227e-01 3.352698e+01 5.939640e+05 9.344527e-01 9.346183e-01 51
1.029996e-03 4.992102e+01 6.870352e+00 4.482143e+00 1.113776e+01 3.878049e-04 1.029065e+00 5.661457e-01 8.361233e+01 1.481276e+06 5.906994e-01 5.918673e-01 51
2.010300e-01 7.714021e+01 1.714991e+01 1.119166e+01 6.892650e+00 9.680465e-04 1.630957e+00 -1.212159e-01 2.087006e+02 3.697339e+06 3.736333e-01 3.739590e-01 51
4.010300e-01 1.015453e+02 4.295963e+01 2.805833e+01 3.619077e+00 2.424906e-03 2.584893e+00 3.056685e-01 5.227481e+02 9.261006e+06 2.358759e-01 2.361007e-01 51
6.010300e-01 1.348295e+02 1.077553e+02 7.037575e+01 1.915851e+00 6.082372e-03 4.096780e+00 1.004244e-01 1.310588e+03 2.321837e+07 1.489784e-01 1.489736e-01 51
8.010300e-01 2.191025e+02 2.697303e+02 1.761934e+02 1.243534e+00 1.522523e-02 6.492958e+00 2.287343e-03 3.279908e+03 5.810685e+07 9.410783e-02 9.413697e-02 51
1.001030e+00 3.094080e+02 6.735781e+02 4.399032e+02 7.033546e-01 3.802089e-02 1.029065e+01 2.968757e-02 8.185792e+03 1.450195e+08 5.958352e-02 5.957966e-02 51
1.201030e+00 5.536408e+02 1.677005e+03 1.095054e+03 5.055832e-01 9.466050e-02 1.630957e+01 -9.904043e-03 2.035941e+04 3.606874e+08 3.775231e-02 3.775769e-02 51
-5.989700e-01 1.186125e+01 4.535968e-01 2.955621e-01 4.013115e+01 2.558357e-05 2.584893e-01 4.926960e+00 5.491935e+00 9.737200e+04 2.348703e+00 2.352440e+00 52
-3.989700e-01 2.159400e+01 1.107047e+00 7.265901e-01 2.971964e+01 6.243917e-05 4.096780e-01 7.991933e-01 1.343638e+01 2.382270e+05 1.482541e+00 1.470478e+00 52
-1.989700e-01 3.076509e+01 2.761347e+00 1.807143e+00 1.702416e+01 1.557443e-04 6.492958e-01 -4.943641e-01 3.349921e+01 5.939410e+05 9.342081e-01 9.342611e-01 52
1.029996e-03 4.984364e+01 6.875832e+00 4.485873e+00 1.111125e+01 3.878078e-04 1.029065e+00 5.718049e-01 8.349244e+01 1.480321e+06 5.903359e-01 5.917035e-01 52
2.010300e-01 7.615986e+01 1.716592e+01 1.120129e+01 6.799207e+00 9.681848e-04 1.630957e+00 -1.443890e-01 2.084360e+02 3.695570e+06 3.734867e-01 3.738283e-01 52
4.010300e-01 9.947427e+01 4.299025e+01 2.807893e+01 3.542666e+00 2.424718e-03 2.584893e+00 3.295552e-01 5.220344e+02 9.255670e+06 2.357966e-01 2.360260e-01 52
6.010300e-01 1.335894e+02 1.078247e+02 7.042987e+01 1.896772e+00 6.081481e-03 4.096780e+00 1.389644e-01 1.308730e+03 2.320379e+07 1.489101e-01 1.489164e-01 52
8.010300e-01 2.164762e+02 2.698460e+02 1.762757e+02 1.228055e+00 1.521974e-02 6.492958e+00 6.663037e-03 3.274464e+03 5.805625e+07 9.408529e-02 9.411300e-02 52
1.001030e+00 3.094857e+02 6.738602e+02 4.401111e+02 7.031991e-01 3.800678e-02 1.029065e+01 1.795609e-02 8.171847e+03 1.448868e+08 5.956808e-02 5.956461e-02 52
1.201030e+00 5.448827e+02 1.677297e+03 1.095279e+03 4.974829e-01 9.460220e-02 1.630957e+01 -1.331441e-02 2.031924e+04 3.602601e+08 3.774672e-02 3.775302e-02 52
-5.989700e-01 1.195201e+01 4.544199e-01 2.959418e-01 4.038635e+01 2.564881e-05 2.584893e-01 5.541350e+00 5.504374e+00 9.752100e+04 2.348964e+00 2.353101e+00 53
-3.989700e-01 2.162174e+01 1.108150e+00 7.273163e-01 2.972811e+01 6.254729e-05 4.096780e-01 8.031127e-01 1.345877e+01 2.384490e+05 1.481840e+00 1.469213e+00 53
-1.989700e-01 3.081493e+01 2.763531e+00 1.808422e+00 1.703968e+01 1.559819e-04 6.492958e-01 -6.860659e-01 3.354394e+01 5.942980e+05 9.336841e-01 9.339855e-01 53
1.029996e-03 5.015600e+01 6.882817e+00 4.491564e+00 1.116671e+01 3.884866e-04 1.029065e+00 5.691354e-01 8.362782e+01 1.481634e+06 5.900264e-01 5.913275e-01 53
2.010300e-01 7.638280e+01 1.717911e+01 1.121102e+01 6.813192e+00 9.696401e-04 1.630957e+00 -1.616693e-01 2.087153e+02 3.697809e+06 3.733733e-01 3.736885e-01 53
4.010300e-01 1.004724e+02 4.301213e+01 2.809547e+01 3.576106e+00 2.427732e-03 2.584893e+00 3.601048e-01 5.226225e+02 9.259302e+06 2.357296e-01 2.359837e-01 53
6.010300e-01 1.355910e+02 1.078879e+02 7.047330e+01 1.924005e+00 6.089512e-03 4.096780e+00 1.234870e-01 1.310189e+03 2.321261e+07 1.488660e-01 1.488717e-01 53
8.010300e-01 2.172650e+02 2.700106e+02 1.764012e+02 1.231652e+00 1.524020e-02 6.492958e+00 5.119271e-03 3.278114e+03 5.807835e+07 9.404923e-02 9.408141e-02 53
1.001030e+00 3.112929e+02 6.742773e+02 4.404275e+02 7.067971e-01 3.805821e-02 1.029065e+01 1.791846e-02 8.181140e+03 1.449453e+08 5.954665e-02 5.954217e-02 53
1.201030e+00 5.541633e+02 1.678357e+03 1.096103e+03 5.055760e-01 9.473147e-02 1.630957e+01 -1.041991e-02 2.034256e+04 3.604091e+08 3.773304e-02 3.773858e-02 53
-5.989700e-01 1.186998e+01 4.547458e-01 2.961477e-01 4.008128e+01 2.563392e-05 2.584893e-01 4.900847e+00 5.507610e+00 9.770500e+04 2.347034e+00 2.351452e+00 54
-3.989700e-01 2.152548e+01 1.108722e+00 7.276960e-01 2.958032e+01 6.249844e-05 4.096780e-01 5.790099e-01 1.346392e+01 2.388500e+05 1.481444e+00 1.468395e+00 54
-1.989700e-01 3.049138e+01 2.767705e+00 1.811748e+00 1.682981e+01 1.560149e-04 6.492958e-01 -7.612727e-01 3.358213e+01 5.957470e+05 9.330046e-01 9.330799e-01 54
1.029996e-03 4.945895e+01 6.895199e+00 4.499642e+00 1.099175e+01 3.886809e-04 1.029065e+00 6.026434e-01 8.374859e+01 1.485700e+06 5.895738e-01 5.908176e-01 54
2.010300e-01 7.666036e+01 1.721229e+01 1.123057e+01 6.826042e+00 9.702532e-04 1.630957e+00 -1.958259e-01 2.090490e+02 3.708529e+06 3.731018e-01 3.733782e-01 54
4.010300e-01 1.019696e+02 4.310958e+01 2.815895e+01 3.621215e+00 2.430078e-03 2.584893e+00 3.294738e-01 5.235736e+02 9.288196e+06 2.354752e-01 2.357192e-01 54
6.010300e-01 1.353674e+02 1.081271e+02 7.063441e+01 1.916451e+00 6.095102e-03 4.096780e+00 1.064694e-01 1.312571e+03 2.328500e+07 1.487036e-01 1.486998e-01 54
8.010300e-01 2.199969e+02 2.705947e+02 1.767826e+02 1.244449e+00 1.525337e-02 6.492958e+00 1.934679e-02 3.284082e+03 5.825961e+07 9.395651e-02 9.398594e-02 54
1.001030e+00 3.088909e+02 6.757243e+02 4.413852e+02 6.998216e-01 3.809043e-02 1.029065e+01 1.796684e-02 8.195971e+03 1.453965e+08 5.948542e-02 5.948145e-02 54
1.201030e+00 5.646511e+02 1.682268e+03 1.098676e+03 5.139378e-01 9.482911e-02 1.630957e+01 -7.766851e-03 2.038397e+04 3.616115e+08 3.769123e-02 3.769712e-02 54
-5.989700e-01 1.189826e+01 4.537028e-01 2.954964e-01 4.026535e+01 2.559966e-05 2.584893e-01 5.276325e+00 5.498843e+00 9.745600e+04 2.349621e+00 2.353177e+00 55
